0.000    1.0  0.0
0.030    1.00090041791  3.47662847241e-06
0.050    1.00249807463  1.00017889563e-05
0.080    1.00580654545  3.71916226597e-05
0.100    1.00547353731  8.11355565576e-05
0.120    1.000471  0.000145532806363
0.150    0.984779515152  0.000272009735588
0.200    0.950846761194  0.000394044912133
0.250    0.921401641791  0.000477465748942
0.300    0.898300924242  0.00053962407089
0.400    0.865063104478  0.000687686628594
0.500    0.844616134328  0.000775106778233
0.600    0.832327454545  0.000872366470605
0.700    0.823192044776  0.000939022305101
0.800    0.816879462687  0.000786153065067
0.900    0.813157181818  0.000856875780533
1.000    0.809328  0.000870479437112
1.100    0.808486179104  0.000905565061499
1.200    0.806972439394  0.00104563407377
