# Je drei Spalten beschreiben ein L: Temperatur, Wert, Fehler
# L:  16 32 64 128 256
2.627 None 0   None 0   None 0   None 0   7.72370933627 0
2.644 None 0   None 0   None 0   None 0   5.40882490072 0
2.65 None 0   None 0   2.00197102076 0   3.79393500863 0   None 0
2.661 None 0   None 0   None 0   None 0   5.08192899589 0
2.678 None 0   None 0   None 0   None 0   3.12563117029 0
2.68 None 0   None 0   None 0   5.34780294356 0   None 0
2.695 None 0   None 0   None 0   None 0   4.19629594936 0
2.7 None 0   2.0045128043 0   1.69446182809 0   None 0   None 0
2.71 None 0   None 0   None 0   5.69176415484 0   None 0
2.712 None 0   None 0   None 0   None 0   4.28192816832 0
2.729 None 0   None 0   None 0   None 0   4.30168121981 0
2.74 None 0   None 0   None 0   4.450004857 0   None 0
2.746 None 0   None 0   None 0   None 0   3.65205373359 0
2.75 None 0   None 0   1.82197243184 0   None 0   None 0
2.763 None 0   None 0   None 0   None 0   4.67824065823 0
2.77 None 0   None 0   None 0   4.4733166728 0   None 0
2.78 None 0   None 0   None 0   None 0   5.62663657317 0
2.79 None 0   2.27502088714 0   None 0   None 0   None 0
2.797 None 0   None 0   None 0   None 0   3.91787592161 0
2.8 1.17722803561 0   None 0   1.57524750855 0   3.40394565783 0   None 0
2.814 None 0   None 0   None 0   None 0   4.01650759358 0
2.83 None 0   None 0   None 0   4.76178311094 0   None 0
2.831 None 0   None 0   None 0   None 0   3.26460456606 0
2.848 None 0   None 0   None 0   None 0   2.32159397248 0
2.85 None 0   None 0   2.72075084292 0   None 0   None 0
2.86 None 0   None 0   None 0   2.8380020718 0   None 0
2.865 None 0   None 0   None 0   None 0   2.98138034239 0
2.88 None 0   1.82938048248 0   None 0   None 0   None 0
2.882 None 0   None 0   None 0   None 0   3.22485249456 0
2.89 None 0   None 0   None 0   4.95227093678 0   None 0
2.899 None 0   None 0   None 0   None 0   5.30398423387 0
2.9 None 0   None 0   3.66438258925 0   None 0   None 0
2.916 None 0   None 0   None 0   None 0   3.74623400662 0
2.92 None 0   None 0   None 0   3.34510137644 0   None 0
2.933 None 0   None 0   None 0   None 0   3.32522657515 0
2.95 None 0   None 0   2.34362874544 0   2.93953762079 0   2.96599434145 0
2.967 None 0   None 0   None 0   None 0   3.28948895662 0
2.97 None 0   1.72900706756 0   None 0   None 0   None 0
2.98 None 0   None 0   None 0   1.69772738009 0   None 0
2.984 None 0   None 0   None 0   None 0   2.80541269613 0
3.0 1.55826825587 0   None 0   2.20451097854 0   None 0   None 0
3.001 None 0   None 0   None 0   None 0   3.40940074351 0
3.01 None 0   None 0   None 0   2.4200166353 0   None 0
3.018 None 0   None 0   None 0   None 0   2.67869360825 0
3.035 None 0   None 0   None 0   None 0   2.08003689819 0
3.04 None 0   None 0   None 0   2.87631622175 0   None 0
3.05 None 0   None 0   1.6753769239 0   None 0   None 0
3.052 None 0   None 0   None 0   None 0   2.07752665672 0
3.06 None 0   1.63493827542 0   None 0   None 0   None 0
3.069 None 0   None 0   None 0   None 0   2.74857000756 0
3.07 None 0   None 0   None 0   2.74784068578 0   None 0
3.086 None 0   None 0   None 0   None 0   2.50205196762 0
3.1 None 0   None 0   1.87199367844 0   2.00299810507 0   None 0
3.103 None 0   None 0   None 0   None 0   2.7386551154 0
3.12 None 0   None 0   None 0   None 0   1.57970814285 0
3.13 None 0   None 0   None 0   1.90067403061 0   None 0
3.137 None 0   None 0   None 0   None 0   1.89542374884 0
3.15 None 0   1.60078219809 0   1.44416870331 0   None 0   None 0
3.154 None 0   None 0   None 0   None 0   2.16613310501 0
3.16 None 0   None 0   None 0   1.48275737985 0   None 0
3.171 None 0   None 0   None 0   None 0   2.04375427622 0
3.188 None 0   None 0   None 0   None 0   1.14241056084 0
3.19 None 0   None 0   None 0   1.65040941015 0   None 0
3.2 1.55044482527 0   None 0   2.23451118327 0   None 0   None 0
3.205 None 0   None 0   None 0   None 0   1.94896260226 0
3.22 None 0   None 0   None 0   1.99168713615 0   None 0
3.222 None 0   None 0   None 0   None 0   1.80442817989 0
3.239 None 0   None 0   None 0   None 0   1.69201093628 0
3.24 None 0   2.08450379191 0   None 0   None 0   None 0
3.25 None 0   None 0   2.46028542181 0   2.24481135123 0   None 0
3.256 None 0   None 0   None 0   None 0   0.908117695851 0
3.273 None 0   None 0   None 0   None 0   1.91634749554 0
3.28 None 0   None 0   None 0   3.70720168253 0   None 0
3.29 None 0   None 0   None 0   None 0   3.1132042513 0
