# Je vier Spalten beschreiben ein Sigma: g, xi, gFehler, xiFehler
# Sigma:  0.0 0.5 1.0
None 1.0 None 0.0  None 1.0 None 0.0  None 1.0 None 0.0  
None 1.0 None 0.0  None 1.0 None 0.0  None 1.0 None 0.0  
None None None None  None None None None  None None None None  
None 1.0 None 0.0  None 1.0 None 0.0  None 1.0 None 0.0  
None None None None  None None None None  None None None None  
None 1.0 None 0.0  None 1.0 None 5.15355315409e-14  None 0.999999999999 None 2.0564394691e-13  
None None None None  None None None None  None None None None  
None 1.0 None 0.0  None 0.999999999998 None 5.67584220055e-13  None 0.999999999996 None 5.54428878302e-13  
None None None None  None None None None  None None None None  
None 1.0 None 0.0  None 0.999999999986 None 1.45147323598e-12  None 0.999999999968 None 2.60420555095e-12  
None None None None  None None None None  None None None None  
None 0.999999999999 None 2.67402101616e-13  None 0.999999999926 None 4.10606462754e-12  None 0.999999999846 None 6.65715903692e-12  
None None None None  None None None None  None None None None  
None 0.99999999999 None 1.39524437241e-12  None 0.999999999666 None 1.10121265789e-11  None 0.999999999409 None 1.5402568071e-11  
None 0.999999999945 None 2.06562751982e-12  None 0.999999998931 None 1.98969301084e-11  None 0.99999999817 None 3.30161948671e-11  
None None None None  None None None None  None None None None  
None 0.999999999771 None 7.77086273232e-12  None 0.999999997037 None 3.10273916178e-11  None 0.999999995168 None 5.0312720476e-11  
None None None None  None None None None  None None None None  
None 0.999999999208 None 1.34365521347e-11  None 0.999999992884 None 5.2384798498e-11  None 0.999999988714 None 1.03588066593e-10  
None 0.999999997772 None 1.89662019099e-11  None 0.999999984736 None 1.31264196328e-10  None 0.99999997625 None 1.93556800596e-10  
None None None None  None None None None  None None None None  
None 0.99999999457 None 4.54629616665e-11  None 0.999999969913 None 1.53808207319e-10  None 0.999999954027 None 2.88302847452e-10  
None None None None  None None None None  None None None None  
None 0.999999988174 None 4.98822490789e-11  None 0.999999944789 None 3.29403750881e-10  1591.52397244 0.999999917058 125.572969407 6.2919710465e-10  
None 0.999999976753 None 8.57416355794e-11  2437.31536265 0.999999904511 139.934475614 4.17106373508e-10  855.663243113 0.999999857819 61.167608537 1.01783642171e-09  
None 0.99999996989 None 8.34334207716e-11  1888.92817693 0.99999988301 58.2946325985 7.2391994263e-10  714.670456764 0.999999825812 41.3381049163 9.10062587586e-10  
None 0.999999966046 None 1.43762993904e-10  1637.4744352 0.999999870737 63.5898955347 9.22117800369e-10  642.873915212 0.99999980917 31.6429678174 9.27393322923e-10  
None 0.999999961649 None 1.32578175359e-10  1428.59680777 0.999999857391 43.5505677857 7.97973731921e-10  594.415883508 0.999999788304 27.3300833041 1.18283251846e-09  
None 0.999999957039 None 1.4013323049e-10  1243.66583583 0.999999842788 28.6092771531 5.93486022497e-10  554.72251447 0.999999768521 18.1336263905 1.12350786679e-09  
None 0.99999995172 None 1.67875742634e-10  1097.85077019 0.99999982762 27.8531757793 7.39867617587e-10  508.881240494 0.99999974543 19.0575651208 1.34632484001e-09  
None 0.999999946234 None 2.85067020339e-10  991.605564553 0.999999809909 25.9686323829 8.63622700841e-10  472.499707347 0.999999720534 14.1857464844 1.75482455294e-09  
None 0.999999939957 None 2.01292231126e-10  896.001098792 0.999999791966 16.8687622275 1.15362517422e-09  435.640058617 0.999999694888 13.9410151807 1.8118813293e-09  
None 0.99999993306 None 2.78301186187e-10  808.21677935 0.999999773346 22.318214499 1.00532586116e-09  406.864482913 0.999999667587 11.6553089954 2.15761857779e-09  
None 0.999999925953 None 2.94152770663e-10  738.146624798 0.999999751626 12.7835055049 1.24088628174e-09  387.164045331 0.999999636154 8.27686733112 2.0075026998e-09  
None 0.999999917645 None 2.64344756897e-10  670.142229855 0.999999729411 15.1087085822 9.67912628863e-10  362.327541081 0.999999604761 7.72879954893 1.98677007149e-09  
None 0.999999909344 None 3.41014911012e-10  612.115914149 0.999999706304 9.31223436155 1.35227434219e-09  345.955453898 0.999999571038 9.18138337073 2.22652922613e-09  
None 0.999999899499 None 4.4210648743e-10  562.420879425 0.99999968066 7.40785318381 1.54244396281e-09  325.126816246 0.999999532723 8.4416088946 2.22206242516e-09  
None 0.999999888858 None 4.20534032491e-10  517.305024102 0.999999651319 9.03680045714 1.58742533235e-09  307.369962069 0.999999490446 8.52607375943 2.01570605882e-09  
None 0.999999877974 None 4.55356654003e-10  482.940874723 0.99999962081 6.18379976642 1.40902836658e-09  293.192696943 0.999999448024 6.55193527661 2.89195169711e-09  
None 0.999999866638 None 5.01331238927e-10  447.68707783 0.999999591233 5.43728941779 1.04938994879e-09  279.899464899 0.999999401621 6.27630289549 3.39825614059e-09  
2689.56047945 0.999999852557 46.959856817 6.32053915164e-10  414.728241193 0.999999555201 5.19321255402 2.14058735567e-09  267.464278721 0.999999355554 6.09716129767 3.88093379068e-09  
2221.00477376 0.99999983902 33.158227078 6.80007333805e-10  389.916450812 0.999999521435 4.13373604632 1.75812112694e-09  256.759522967 0.999999303638 4.37643114857 2.45394841969e-09  
1886.44773794 0.999999824319 17.6932004678 7.56827843488e-10  364.991966387 0.999999485553 3.79468377715 2.29993851196e-09  244.488991444 0.999999248748 3.66443218514 3.58137865752e-09  
1577.71941811 0.999999808545 14.2043612124 5.66241960182e-10  345.701568054 0.999999440315 3.04153486197 2.38232630514e-09  236.149279465 0.999999188276 3.32343540105 4.96246041346e-09  
1352.07961502 0.999999790784 12.3715066543 4.37044886663e-10  327.050812962 0.99999940145 2.84278046573 2.3704070177e-09  226.624450732 0.999999125136 3.30772741766 3.41239981713e-09  
1178.58183286 0.999999773295 11.9952144587 7.40727416848e-10  309.304048465 0.999999351889 2.20995525682 2.62048465144e-09  220.214581424 0.999999059306 2.21214267899 5.38219759792e-09  
1043.51690417 0.999999752096 9.58612934582 7.10406736656e-10  295.282272053 0.999999305768 2.70308432774 2.94759763188e-09  209.521924449 0.999998984144 2.58662507869 3.8886817936e-09  
909.480241935 0.999999731023 9.14982479022 6.36784149487e-10  278.999221811 0.999999248946 1.93078449287 3.24985868671e-09  202.734507288 0.999998912673 1.96340043775 4.26284641468e-09  
813.65406986 0.999999709132 4.89687452591 1.00299162551e-09  266.680107498 0.99999919742 1.40326880778 3.65090414824e-09  195.74438799 0.99999883686 2.70101958574 5.53276518491e-09  
723.310346555 0.999999683833 4.28860207682 9.763195285e-10  254.944489221 0.999999137051 1.22699470005 4.21431956681e-09  188.762280428 0.999998748867 1.71016929673 7.02217797854e-09  
654.151585095 0.99999965904 2.33510162137 1.17338990547e-09  245.01630118 0.999999075015 1.12344282455 5.38273339047e-09  182.484330835 0.999998660636 1.58440217396 4.73705395912e-09  
596.339761647 0.999999631463 2.92803957281 9.78214197259e-10  234.026449036 0.999999013551 0.835030966233 4.2355941324e-09  176.605716121 0.999998560353 1.32815246469 6.47096070894e-09  
542.886202948 0.9999996026 2.42178196703 1.38473224318e-09  224.832798918 0.99999894242 1.31457112857 4.21813112208e-09  170.987897588 0.999998457592 1.51438433688 6.24298746462e-09  
501.968244782 0.999999571822 1.69449013432 1.65199273106e-09  216.221626188 0.999998864246 0.797340197596 5.05760198294e-09  165.624780579 0.999998356502 1.10814826022 6.32638582792e-09  
462.357038081 0.999999536577 1.95060383039 1.6273464928e-09  208.304620169 0.999998792798 0.80805088443 5.73890486045e-09  160.581472456 0.999998247326 1.07471606256 8.03865719786e-09  
428.869404522 0.999999503174 1.29195560556 1.82581579458e-09  201.135304547 0.99999870813 0.853316709739 5.05256175229e-09  155.417156441 0.999998115564 0.919212013067 7.55538957417e-09  
399.680958576 0.999999465602 1.41077020281 1.34312180232e-09  193.796133197 0.999998622534 0.762891354327 4.76312671783e-09  150.48822786 0.999997994834 1.12400052653 1.36401206885e-08  
373.714842876 0.999999427096 0.802620670338 2.05558118875e-09  186.949646902 0.999998529438 0.517014102004 6.81307348758e-09  145.674968019 0.999997858384 1.19731431519 1.16330917637e-08  
352.446450915 0.999999383857 0.895064648814 2.08167471045e-09  180.546164357 0.999998431663 0.624759364169 5.79315026139e-09  141.54677498 0.999997715234 0.692223032942 1.02055061421e-08  
330.919383022 0.999999338711 0.752544105019 2.25184078477e-09  174.490600817 0.9999983301 0.499426753683 5.19554170575e-09  137.245031706 0.999997563464 0.815249486683 1.09769650312e-08  
313.717897498 0.999999290428 0.750918434308 2.39755146572e-09  168.73828535 0.999998226256 0.53578698033 7.22329664293e-09  133.180351815 0.999997406551 1.15636479859 1.48825229813e-08  
297.473625396 0.999999243665 0.794732488916 3.28633697275e-09  163.518808461 0.999998103926 0.507523197886 7.58939922304e-09  129.336499695 0.999997257995 0.87822580628 1.61622985114e-08  
283.35456193 0.999999187633 0.507357735558 2.12890361831e-09  158.043985569 0.999997990094 0.492048260923 7.02873251708e-09  125.843921711 0.999997076469 0.712919149699 1.52469281807e-08  
270.030629906 0.999999135264 0.474174653134 2.51402790426e-09  153.340039407 0.999997878593 0.595854925419 7.09614266759e-09  121.734964577 0.999996878062 0.639671692145 1.54730028009e-08  
257.499360842 0.999999075215 0.354977194479 2.28778065854e-09  148.7450614 0.9999977281 0.40609476542 1.01889556487e-08  118.296079482 0.999996688371 0.535520756906 2.06628911096e-08  
246.733398223 0.999999013515 0.465526116524 3.138769471e-09  143.747980158 0.999997596708 0.348683233511 1.08267875559e-08  115.044518955 0.999996471615 0.661141995462 1.74521809674e-08  
236.724792621 0.999998950734 0.331213420069 2.89110114575e-09  139.928971413 0.999997458474 0.4763497812 9.93553060746e-09  111.86377597 0.999996246685 0.522683108092 1.90476303645e-08  
227.02149704 0.999998877927 0.343240445831 3.71335496544e-09  135.629986877 0.999997297816 0.467306273371 1.11739992174e-08  108.656202433 0.999996016831 0.555374328335 2.12082167204e-08  
218.384659711 0.99999879962 0.3333636767 3.57666463729e-09  131.548013356 0.999997138842 0.265706197855 1.35062655879e-08  105.261295638 0.99999577142 0.554711975686 1.94557738477e-08  
210.270890022 0.999998720901 0.281103457297 3.01622242539e-09  127.633923344 0.999996965497 0.422319006138 1.25556824456e-08  102.588897692 0.999995535076 0.512802847975 2.66625318015e-08  
202.692171005 0.999998644508 0.34067137078 4.5159287125e-09  124.120430688 0.999996800606 0.34485963038 1.47565440449e-08  99.6052237323 0.999995246299 0.494939612934 1.76248692465e-08  
195.43645516 0.999998558572 0.31662226218 5.36141045338e-09  120.602236021 0.999996604684 0.263708414002 1.45516166422e-08  96.9254884385 0.999994990612 0.428426782137 2.81874440247e-08  
188.893414441 0.999998466948 0.269060340664 3.90463671897e-09  117.064995197 0.999996397759 0.22041545509 1.72883266762e-08  93.9788196345 0.999994661838 0.382992666558 2.80687841591e-08  
182.006832709 0.999998365459 0.278947753447 8.65509291144e-09  113.888746842 0.999996188525 0.217908345275 1.71933125615e-08  91.4479013815 0.999994339606 0.312997201924 2.88493612127e-08  
176.09789175 0.999998269236 0.248219908322 7.64610235544e-09  110.659336557 0.999995976662 0.29981311158 1.7032172329e-08  89.0743452814 0.999994016787 0.292152007335 2.33024666972e-08  
170.363835794 0.999998166426 0.239239719105 4.75019303803e-09  107.67024133 0.999995757028 0.239625437014 2.10359163954e-08  86.4587736286 0.999993644198 0.382470305964 3.31908087078e-08  
165.029611541 0.999998051193 0.260150472294 6.75771684844e-09  104.676243853 0.999995499373 0.266370223238 1.6608689606e-08  84.0603564591 0.999993286586 0.326968867745 2.59016387826e-08  
159.86641884 0.999997935485 0.18121533166 7.16781656598e-09  101.987597543 0.99999526947 0.21343611291 2.27524505978e-08  81.7739377029 0.999992889799 0.383584609776 3.46373683761e-08  
154.681138987 0.999997806323 0.207864828485 7.65198269055e-09  98.9913285514 0.999994988242 0.304116556972 1.91272759042e-08  79.6348611207 0.999992477037 0.28234785277 3.52300390503e-08  
150.187473587 0.999997680184 0.172541328067 8.72237729934e-09  96.4252214476 0.999994688178 0.216001290924 1.90012283935e-08  77.2594820374 0.999992042181 0.167883126472 5.00172125849e-08  
145.716306735 0.99999754314 0.206855123118 7.05970784568e-09  93.7948525123 0.999994413761 0.176908031014 2.28174578075e-08  75.2859238841 0.99999157706 0.337736592777 3.66876419358e-08  
141.148019247 0.999997396209 0.187296879982 9.96891279668e-09  91.4516369017 0.999994120145 0.294980205488 2.59130212635e-08  73.3184901811 0.999991049465 0.331124846413 4.7380130399e-08  
137.316653561 0.999997241573 0.167250307533 9.38564935508e-09  88.7970628801 0.999993800144 0.201419452424 2.71614250093e-08  70.9770339846 0.999990566828 0.259085085032 4.01246145463e-08  
133.114373402 0.999997068474 0.16102350803 1.23763584452e-08  86.5380417164 0.999993455025 0.149841286203 2.86213180816e-08  69.1506762772 0.999990036069 0.20215184781 5.1115755806e-08  
129.197309972 0.999996913941 0.174578948687 7.36444304774e-09  84.3035133028 0.999993084818 0.226708009448 3.39324156829e-08  67.3350460738 0.999989415381 0.273583574023 4.78106526091e-08  
125.406995249 0.999996726485 0.131033336773 1.50140871016e-08  81.9625871284 0.999992704196 0.186813598396 3.45534460668e-08  65.6289337017 0.999988850045 0.212819853279 4.91325701776e-08  
120.164418695 0.999996430077 0.179619385457 1.03349731402e-08  78.7495638639 0.999992128964 0.185026533896 3.06959827626e-08  62.9174536391 0.99998786283 0.21854563072 3.72205476375e-08  
None None None None  None None None None  None None None None  
115.23702036 0.99999612809 0.156678766107 1.39418310233e-08  75.7522990734 0.999991441503 0.240511913829 3.18107795635e-08  60.2584308264 0.999986771289 0.183275152819 7.24776243226e-08  
None None None None  None None None None  None None None None  
110.519294595 0.999995803075 0.163673785601 1.34809233537e-08  72.7657737743 0.999990788033 0.203901182721 3.73410710846e-08  57.7677386611 0.999985656367 0.22153777975 6.61416030607e-08  
None None None None  None None None None  None None None None  
105.935021475 0.999995438437 0.162293374467 1.87404777554e-08  69.8247645722 0.999990022162 0.152911328165 3.83268697379e-08  55.5135342677 0.999984471205 0.191864702943 7.35483831613e-08  
101.388859057 0.999995046756 0.131158282553 1.5428824456e-08  67.24125865 0.999989216422 0.226998044104 3.45816740582e-08  53.2007458939 0.999983089344 0.209712920316 1.03969025277e-07  
None None None None  None None None None  None None None None  
97.3674499892 0.999994615724 0.11243238159 1.89975148087e-08  64.6320625956 0.99998839225 0.20732986238 4.63019649595e-08  50.913521182 0.999981440693 0.17965811174 8.63767114512e-08  
93.4633193381 0.999994159296 0.125726045191 1.90681589466e-08  62.1342924197 0.999987425129 0.141987051191 5.39524175554e-08  48.8224251328 0.999979838514 0.176667851847 1.00500969797e-07  
None None None None  None None None None  None None None None  
None None None None  None None None None  None None None None  
89.7977129391 0.999993645769 0.12757352775 2.64253293725e-08  59.7402068206 0.999986356109 0.131849034448 7.46387222974e-08  46.8305915164 0.999978126804 0.197585390079 8.36413635911e-08  
85.9766106494 0.999993156497 0.118986447455 2.86273555441e-08  57.2839677265 0.999985248618 0.134984261982 5.71419264086e-08  44.6940092137 0.999976173129 0.15657685574 1.54421853187e-07  
None None None None  None None None None  None None None None  
82.5374986473 0.99999256769 0.0871779890508 2.54893549074e-08  55.07744034 0.999984062234 0.146025767447 7.53424177053e-08  42.9257653955 0.999973908487 0.140306313947 1.55193485864e-07  
79.2688844353 0.999991909592 0.0935028492551 2.52791265326e-08  53.0910063345 0.999982820186 0.132382872677 6.58135594881e-08  41.0221065189 0.999971604847 0.133688270669 1.61707389328e-07  
None None None None  None None None None  None None None None  
76.0195639761 0.999991199956 0.0716785021868 2.73849453881e-08  50.9114239422 0.999981313245 0.166401983967 7.76367144086e-08  39.2400400558 0.999968961053 0.129674520515 1.95435659081e-07  
None None None None  None None None None  None None None None  
73.0316067427 0.999990475772 0.0901142844151 3.3073277207e-08  49.0217968206 0.999979808661 0.130487848923 9.185032813e-08  37.4699897975 0.999966132159 0.145147357983 1.90161218468e-07  
None None None None  None None None None  None None None None  
70.0850061466 0.999989634965 0.0711497964151 2.70228680175e-08  47.059786695 0.999978199364 0.150818927968 1.18131093342e-07  35.9188885897 0.999962848721 0.178633721244 1.63256466689e-07  
None None None None  None None None None  None None None None  
67.3741025388 0.999988795431 0.0852932633837 3.99422061167e-08  45.2529836394 0.999976304298 0.0905484244097 1.14875263606e-07  34.3259039925 0.999959448308 0.0753241766772 2.43492793677e-07  
None None None None  None None None None  None None None None  
64.5992267856 0.999987842416 0.0866573870005 3.60218525823e-08  43.3558887769 0.999974299041 0.167102855869 1.00484580637e-07  32.7163968427 0.999955483204 0.142285879906 3.34250596157e-07  
61.830995535 0.999986768475 0.0556776428708 4.01223288191e-08  41.5986956725 0.999972148618 0.120968142023 1.08646854931e-07  31.1735188487 0.999950949588 0.147921938127 3.00354401796e-07  
None None None None  None None None None  None None None None  
59.3748271414 0.999985577543 0.0731221953769 3.6627784761e-08  39.8663663615 0.999969686869 0.127255788422 1.40808258384e-07  29.757799161 0.999946155717 0.117160198936 2.86835709108e-07  
56.9523728338 0.999984320347 0.0683625772121 2.96060813951e-08  38.3147207495 0.999967269224 0.116769085065 1.92924242952e-07  28.3378960493 0.999940651606 0.0784951008995 3.51208423983e-07  
None None None None  None None None None  None None None None  
54.5617519881 0.999982931318 0.0772766323807 6.34181910992e-08  36.6895201229 0.999964292148 0.142529202081 1.17253911022e-07  26.9455830501 0.999934327205 0.111623928633 3.15293729087e-07  
52.237935995 0.999981389108 0.0679099626802 8.9405565074e-08  35.117079025 0.999961210655 0.0889374928007 1.84197071303e-07  25.6064418286 0.999927610712 0.0891039086676 4.16154988966e-07  
None None None None  None None None None  None None None None  
None None None None  None None None None  None None None None  
50.0559218461 0.99997971278 0.0610047185983 7.06449524118e-08  33.5125469342 0.999957780097 0.162901436916 2.11188983007e-07  24.28796345 0.999919769632 0.0875930128295 6.04979506287e-07  
47.8605949348 0.999977866042 0.0479428754513 6.94647905755e-08  32.130108743 0.999953743964 0.114635333542 2.10235985149e-07  23.0434531913 0.999910468516 0.0952845468642 5.25170378757e-07  
None None None None  None None None None  None None None None  
45.840818097 0.999975791624 0.0514344624538 1.00657878405e-07  30.6808718657 0.999949232361 0.0999195376954 2.4442493777e-07  21.7950114483 0.999900356002 0.111550246546 5.45304320474e-07  
43.7827002087 0.999973443562 0.0558680673721 6.92859789766e-08  29.3129577576 0.999944716175 0.115319257909 3.00595746297e-07  20.6048087481 0.999888313845 0.103730394699 5.62965210424e-07  
None None None None  None None None None  None None None None  
41.8303814326 0.999971050143 0.0491528524451 9.30783797602e-08  27.9630043326 0.999939473225 0.111041787611 3.3250270104e-07  19.4029571117 0.999873928356 0.102627340724 8.0298110361e-07  
None None None None  None None None None  None None None None  
39.8944649589 0.999968168227 0.0542975980634 1.16935468777e-07  26.7146505505 0.999933428305 0.0794776213202 2.8495838276e-07  18.2817480839 0.999858516752 0.105261898484 8.06475710497e-07  
None None None None  None None None None  None None None None  
38.0711588647 0.999965017225 0.0429295164392 1.43907207566e-07  25.4622660791 0.999926374719 0.0984843499644 3.65089067574e-07  17.1181316159 0.999839957816 0.0734551551031 1.06848028539e-06  
None None None None  None None None None  None None None None  
36.3250937183 0.999961553344 0.04764232774 1.4763925981e-07  24.1649441385 0.999918780725 0.104069597488 4.41301364067e-07  16.0410139043 0.999817077422 0.0600686180397 1.25238333259e-06  
None None None None  None None None None  None None None None  
34.5518262197 0.999957409152 0.0429894963346 1.24067788283e-07  22.9441083755 0.999909911305 0.100180979486 4.27396081307e-07  15.0333573036 0.999791131697 0.0852686096166 1.51224973863e-06  
32.8379477107 0.999953181192 0.0403793329527 1.33044005514e-07  21.8124631196 0.999900438832 0.0896138491475 5.62702637016e-07  13.9493681091 0.999757492595 0.0887862582976 2.33770270417e-06  
None None None None  None None None None  None None None None  
31.1624703474 0.999947719089 0.0384941782872 2.03389763002e-07  20.6210340565 0.999888980249 0.10952810217 6.15153972879e-07  12.9318301903 0.99971984061 0.0698351338333 2.59003661701e-06  
29.5956824881 0.999942156264 0.0430152092605 2.08768404864e-07  19.4691756251 0.999876100834 0.0893762473564 7.86563475614e-07  11.9477332886 0.999669877453 0.0438293338267 2.75190662735e-06  
None None None None  None None None None  None None None None  
28.0304898439 0.999935331393 0.0371746571153 2.13219762674e-07  18.3972355908 0.99986026456 0.105757071893 8.49491413313e-07  10.989237231 0.999608055864 0.0677761914844 3.70322942172e-06  
26.4962445752 0.999928082763 0.0330377033521 2.48687324455e-07  17.3231960046 0.999842517931 0.0822702472749 9.09426067317e-07  10.0294576643 0.999530984471 0.0661745592322 5.40305304219e-06  
None None None None  None None None None  None None None None  
None None None None  None None None None  None None None None  
24.9849176664 0.99991885884 0.0303513481337 2.76384805037e-07  16.2913441415 0.999821317612 0.0589659774846 8.90537807154e-07  9.12634550573 0.999428830391 0.0628965365345 6.28358208255e-06  
23.5607835975 0.999908436295 0.030719862286 2.35311945531e-07  15.1697276051 0.999796824893 0.081173603826 1.38801255184e-06  8.23227577125 0.999296494571 0.0641869698628 1.15717457067e-05  
None None None None  None None None None  None None None None  
22.1531511495 0.999896672192 0.0265721781471 3.97035605518e-07  14.2221303715 0.999766263818 0.0717105582545 1.67363673317e-06  7.33594997044 0.999114241799 0.0639142272895 1.22577639081e-05  
None None None None  None None None None  None None None None  
20.750039582 0.999881643691 0.0312199542924 3.06441587373e-07  13.2055630024 0.999730630043 0.0638381999883 1.79527553888e-06  6.48808869792 0.998844270604 0.0577965079426 1.79936140705e-05  
None None None None  None None None None  None None None None  
19.3946667859 0.99986453388 0.0304369168482 4.18091786411e-07  12.2624689741 0.999685552397 0.0823170162189 2.75717315625e-06  5.64177161148 0.998479514086 0.054289322456 2.74124528695e-05  
None None None None  None None None None  None None None None  
18.1012944087 0.999845003502 0.0203222558791 4.27335055626e-07  11.3076156521 0.999631586541 0.0640391958218 2.86791706667e-06  4.84767581374 0.99788439898 0.0416703277377 4.50150427055e-05  
None None None None  None None None None  None None None None  
16.7501572964 0.999818153371 0.0264728259888 6.64570256873e-07  10.3509503025 0.999559774757 0.0462696852102 3.44626136759e-06  4.06330896916 0.99689803738 0.0575717997141 6.87219761667e-05  
None None None None  None None None None  None None None None  
15.4542219086 0.99978728031 0.0214275654418 6.12865302784e-07  9.45719961917 0.999470038406 0.0453232818189 3.74329605709e-06  3.30840589975 0.995168582029 0.0420018425357 0.000120414894718  
None None None None  None None None None  None None None None  
14.2248559407 0.999747648661 0.0176085242193 7.20800943425e-07  8.56264413141 0.999353670422 0.0351897135722 3.16250761074e-06  2.60924715803 0.991588349389 0.0285914961917 0.000226969494836  
None None None None  None None None None  None None None None  
12.6169465556 0.999678656674 0.0193234654756 1.41636645175e-06  None None None None  None None None None  
None None None None  6.83005632691 0.998971519704 0.0385053215476 1.35916352759e-05  1.37381746738 0.962882970183 0.0280761539544 0.00194038904729  
11.0196516409 0.999580367129 0.0149722961481 1.48180736906e-06  None None None None  None None None None  
None None None None  None None None None  None None None None  
9.47598940475 0.999429581033 0.0135275761207 1.67538700403e-06  5.19426650804 0.998176194719 0.0500513709013 3.11053976234e-05  0.6177832033 0.8216887604 0.00901275483229 0.00657090150197  
7.94899862752 0.999185405356 0.0169824524653 2.74680856175e-06  None None None None  None None None None  
None None None None  None None None None  None None None None  
None None None None  3.62140864897 0.996099913848 0.0344943798398 7.45588923712e-05  0.305728448135 0.5236591021 0.00632910513684 0.0072651774978  
6.49356104956 0.998773315618 0.0100309449359 3.37324618101e-06  None None None None  None None None None  
None None None None  None None None None  None None None None  
5.06213448888 0.997953039463 0.00973408788371 1.33728803678e-05  2.20556063277 0.988189611236 0.032814873282 0.000352650861693  0.186508940726 0.276989975061 0.00226576005845 0.00614093520305  
3.69669887437 0.996034043916 0.00768488111469 2.09622434043e-05  None None None None  None None None None  
None None None None  1.08004417735 0.941523755192 0.019358928034 0.00220818519471  0.132428088276 0.153245210582 0.000896360934518 0.00437748130819  
None None None None  None None None None  None None None None  
2.39395810786 0.989761635399 0.00540509892067 5.69678071704e-05  None None None None  None None None None  
None None None None  None None None None  None None None None  
1.28043654632 0.959233539162 0.00300950003061 0.000180639845123  0.486422037843 0.745595572837 0.0103911910118 0.00871750400552  0.102472028128 0.096361009029 0.00108878621697 0.0035668921865  
None None None None  None None None None  None None None None  
0.600517560257 0.816400916604 0.000961487960997 0.000611002210348  None None None None  None None None None  
None None None None  0.256514529192 0.432413347177 0.00357840535222 0.00871760926122  0.0841860986714 0.0670309089251 0.00121718478929 0.00362484355847  
0.315049400053 0.517483699804 0.000656829015752 0.00151985874554  None None None None  None None None None  
0.199936169382 0.274499487952 0.00070200853014 0.00275103766392  0.166499282658 0.230508611503 0.00153046302042 0.00338008013114  0.0699207485631 0.0511355098611 0.00102389160304 0.00493704446498  
0.144685591443 0.151658285107 0.000682687174029 0.00258889877814  None None None None  None None None None  
None None None None  0.122021728703 0.131540854542 0.000923919830946 0.00479058419492  0.0602707741175 0.0344470176213 0.000928553712301 0.00414561112627  
0.113225626057 0.0985954501454 0.000612896597639 0.00332661085706  None None None None  None None None None  
None None None None  None None None None  None None None None  
0.093209513619 0.0642915353088 0.000634020883241 0.00535782751255  0.0961879343043 0.0884366826563 0.00117420117631 0.00398722487668  None 0.0224524583283 None 0.00372384368317  
0.0791943746984 0.0446003949036 0.000801490840868 0.00591755297083  None None None None  None None None None  
None None None None  0.079288786578 0.0512102973438 0.00092633107785 0.00462996679844  None 0.0193990466825 None 0.00560799821743  
0.0697201177751 0.0377072312598 0.00127818600752 0.00537878698912  None None None None  None None None None  
0.0602589144666 0.029423737882 0.00110970544771 0.00424180676655  0.0672585346154 0.0439187002741 0.000861107273627 0.00415491919234  None 0.0124501273339 None 0.00505271238897  
None None None None  None None None None  None None None None  
None None None None  None None None None  None None None None  
0.0531920811274 0.0206957646094 0.00117876630822 0.00539488816824  None None None None  None None None None  
None None None None  0.0568457597561 0.0302798339376 0.00120663506244 0.00453016958068  None 0.0168377321349 None 0.00535075500337  
None None None None  None None None None  None None None None  
None 0.0173548813424 None 0.00623397599216  None None None None  None None None None  
None None None None  None 0.0197596971046 None 0.00653141620069  None 0.0124528716766 None 0.00453039876336  
None None None None  None None None None  None None None None  
None 0.016315383348 None 0.00537434612529  None None None None  None None None None  
None None None None  None None None None  None None None None  
None None None None  None 0.0236774666422 None 0.00407767462723  None 0.0128473983081 None 0.0046244310709  
None None None None  None None None None  None None None None  
None 0.0166659505393 None 0.00532576562891  None None None None  None None None None  
None None None None  None 0.0165462350721 None 0.00482836362442  None 0.0110397403416 None 0.00510872852333  
None 0.00620013936208 None 0.00666847644437  None None None None  None None None None  
None None None None  None None None None  None None None None  
None None None None  None 0.018325714449 None 0.00501487835581  None 0.00514499691967 None 0.00500978997297  
None 0.00978610089468 None 0.00529508258545  None None None None  None None None None  
None None None None  None None None None  None None None None  
None 0.00651641328686 None 0.00585701886759  None 0.0084872485323 None 0.00628037964601  None 0.00773685708091 None 0.00500017939071  
None None None None  None None None None  None None None None  
None 0.0149790592521 None 0.00508525011559  None None None None  None None None None  
None None None None  None 0.0117123166497 None 0.00524855694607  None 0.00251074700821 None 0.0043080685548  
None None None None  None None None None  None None None None  
None 0.00583421161482 None 0.00442519238367  None None None None  None None None None  
None None None None  None 0.0159030621028 None 0.00359295358983  None 0.00914225890918 None 0.00669423594195  
None 0.00787390167665 None 0.00564001510886  None None None None  None None None None  
None None None None  None None None None  None None None None  
