0.000 4.0 0.0
0.030 5.03203123 0.00657690204792
0.050 5.0499218 0.0065381748114
0.080 5.07656252 0.00631122052639
0.100 5.09562499 0.00616952740047
0.120 5.113125 0.00613515516572
0.150 5.12343757 0.00573460117412
0.200 5.00679689 0.0062281426409
0.250 4.79546875 0.0069116389892
0.300 4.59320309 0.00828585932509
0.400 4.30382812 0.00955740224686
0.500 4.17960938 0.008706992448
0.600 4.10414063 0.00968248229111
0.700 4.07453128 0.00862453342314
0.800 4.04453125 0.0102801996235
0.900 4.01726559 0.00955446712629
1.000 4.02078124 0.00834894458251
1.100 4.03218751 0.00976048365707
1.200 4.01453126 0.00975594537407
