# Je drei Spalten beschreiben ein Sigma: Temperatur, Wert, Fehler
# Sigma:  0.0 0.03 0.05 0.08 0.1 0.12 0.15 0.2 0.25 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0 1.1 1.2
0.1 1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0  
1.72 0.96776366243 4.38757356912e-06   0.96769155014 3.74216783535e-06   0.967538980732 4.07782546343e-06   0.966258837214 1.23663224344e-05   0.959542920838 3.23809524539e-05   0.941064233656 7.89858929755e-05   0.874386885044 0.000305277767882   0.0996274672 0.000525665283804   0.042147243826 8.50630506332e-05   0.032975684046 5.05163474853e-05   0.027179291318 3.62951640129e-05   0.024955014404 3.91179413085e-05   0.023855487168 3.14372144335e-05   0.02327423492 2.66316242868e-05   0.022929900258 3.16863457658e-05   0.02278676664 3.1701952799e-05   0.022659947274 2.84719891566e-05   0.02261675857 3.10407809084e-05   0.022534984018 2.97807877597e-05  
1.735 None None   None None   None None   None None   None None   None None   None None   0.087334529594 0.000365530908185   0.040165267494 8.66385935026e-05   0.031874184884 5.06896324832e-05   0.02645398131 3.56606548208e-05   0.024388388574 3.42403222139e-05   0.023384020238 2.87192732547e-05   0.02275313049 2.4688632651e-05   0.02245030785 3.02044316828e-05   0.02231480677 2.84019903617e-05   0.022201522252 2.61647157557e-05   0.022128212414 2.89330396284e-05   0.022012025568 3.17671172372e-05  
1.74 0.96530895557 3.72232890467e-06   0.965214459826 4.51609140468e-06   0.96505990415 4.41910324272e-06   0.963690077172 1.2958537306e-05   0.956485229862 4.10133625398e-05   0.93657549001 8.06316132524e-05   0.862635270342 0.000362485478165   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.745 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.75 None None   None None   None None   None None   None None   None None   None None   0.0781170162 0.000285487484544   0.038352684776 7.50274782557e-05   0.030706392742 5.13739373121e-05   0.02580475556 2.78843509113e-05   0.02381328189 2.98195598884e-05   0.022851908566 2.69210558635e-05   0.022297389064 2.25956416865e-05   0.022022811986 2.69286656181e-05   0.021894548262 2.5639527483e-05   0.021785243492 2.5345355655e-05   0.021729542934 2.67550777454e-05   0.0216592893 2.63480116212e-05  
1.76 0.962673394156 4.06585388803e-06   0.962579853218 4.21397457938e-06   0.962406432482 4.7837501069e-06   0.960934658906 1.30512909325e-05   0.953216757692 4.18199525369e-05   0.931761469134 0.000101536211362   0.849201561126 0.000391459824566   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.765 None None   None None   None None   None None   None None   None None   None None   0.070764322236 0.000266216347847   0.036707414848 6.55137977455e-05   0.029796240338 3.8342495967e-05   0.025115208734 2.96659492305e-05   0.02326908992 3.13668718546e-05   0.02237349689 2.70166088698e-05   0.021877253054 3.15624776335e-05   0.02157087884 2.67493168438e-05   0.021510584494 2.42734388056e-05   0.021402347402 2.63452311957e-05   0.021320017714 2.47884352628e-05   0.021287119776 2.62748532429e-05  
1.77 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.78 0.95986624339 4.34605061392e-06   0.959763990306 5.50867911224e-06   0.959574804884 4.95946958633e-06   0.957992719616 1.42696734599e-05   0.949718518414 4.96412632198e-05   0.926541059664 9.72827869673e-05   0.833683977002 0.000477560664321   0.064644855298 0.000196879872864   0.035215381624 6.87711252046e-05   0.028900267326 4.11401454646e-05   0.024583606666 3.37652150513e-05   0.022807335198 3.49228038234e-05   0.021932377842 2.38912878374e-05   0.021443173902 2.87507128556e-05   0.021161431706 2.52498503486e-05   0.021114241848 2.27119996985e-05   0.020978707818 2.36141015562e-05   0.020906851248 2.45363569039e-05   0.020918190466 2.40935181928e-05  
1.795 None None   None None   None None   None None   None None   None None   None None   0.059838404114 0.000159202867121   0.033932830246 5.43847405525e-05   0.027988708232 4.19034142333e-05   0.02393514384 2.89926114729e-05   0.022297918264 2.59965601845e-05   0.021532458158 2.73998948951e-05   0.021125025312 2.54163512457e-05   0.020852789078 2.36602749913e-05   0.020694673816 2.45717746549e-05   0.020621536138 2.30132574827e-05   0.020502766162 2.49191807825e-05   0.020506089178 2.62292992246e-05  
1.8 0.956860822388 5.3268019218e-06   0.956748755428 5.64935896933e-06   0.956552774206 5.26665964179e-06   0.954847485514 1.40464035354e-05   0.945954485446 4.44986964001e-05   0.920904515756 0.000121947624334   0.815227449888 0.000559914162947   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.81 None None   None None   None None   None None   None None   None None   None None   0.055527827308 0.000146470811741   0.032657172262 5.28871165606e-05   0.027257250166 3.70270828966e-05   0.023464010512 2.86224018219e-05   0.021871562378 2.85167470704e-05   0.021138927882 2.37076763167e-05   0.020683179474 2.38293043702e-05   0.020472358812 2.51483588179e-05   0.020332853208 2.16162132602e-05   0.020284448716 2.58761416248e-05   0.020236405718 2.15989127784e-05   0.02022997953 2.31649189186e-05  
1.815 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.82 0.95364669014 5.52330272484e-06   0.953520375834 4.78019152144e-06   0.953319561574 5.64215998729e-06   0.95148030789 1.46884832795e-05   0.941924473262 5.10210229342e-05   0.914762928734 0.000128681819994   0.792763249444 0.000666281110894   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.825 None None   None None   None None   None None   None None   None None   None None   0.052122547556 0.000138894291734   0.031542022382 4.70059914728e-05   0.02650045396 3.49910545217e-05   0.022960289002 2.53046869233e-05   0.02145230284 2.35944169769e-05   0.020718705298 2.72495701502e-05   0.020347524568 2.55043525983e-05   0.020142230344 2.467436808e-05   0.020076312568 2.71887995062e-05   0.01997655453 2.27039157082e-05   0.019879888826 2.1481724444e-05   0.01983706621 2.14798763577e-05  
1.83 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.84 0.950208119456 5.43214870524e-06   0.950064534006 6.67271315071e-06   0.949839138854 5.10821093435e-06   0.947875646806 1.58507537827e-05   0.937589666304 5.91401961744e-05   0.908056836946 0.00013700700162   0.763982626956 0.000948620318199   0.049073171826 0.00012924288282   0.030536589522 5.94365456135e-05   0.025850077588 3.63932106488e-05   0.022516171914 2.71842814072e-05   0.021075438424 2.68089034851e-05   0.020364950672 2.23861170421e-05   0.019996636098 2.20446604881e-05   0.019845586636 2.46819807641e-05   0.019705307208 2.00533901984e-05   0.01963817416 2.10952484409e-05   0.0195757613 2.45541974159e-05   0.019536148086 1.89740401093e-05  
1.85 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.855 None None   None None   None None   None None   None None   None None   None None   0.046400591316 0.000104630129937   0.02958857904 4.72901722141e-05   0.025230678728 3.09865713952e-05   0.022048982376 2.3207211721e-05   0.020748008952 2.8192935598e-05   0.020066483286 2.01662854407e-05   0.019697238934 2.44325532079e-05   0.019473662144 2.31117996706e-05   0.019414784742 2.3970380217e-05   0.019326571024 2.45326333551e-05   0.019270509918 2.45114210074e-05   0.019236530398 2.38225395545e-05  
1.86 0.946514210636 6.43751932399e-06   0.946372695838 6.34504437748e-06   0.94611757204 6.74795064529e-06   0.94400885927 1.80940987057e-05   0.932920550742 5.65343074778e-05   0.900735750594 0.000157916263176   0.723981649764 0.00126026575135   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.87 None None   None None   None None   None None   None None   None None   None None   0.044021789128 9.33865481488e-05   0.028747991228 4.48508360204e-05   0.024572602362 3.05731044303e-05   0.02164022567 2.23881568289e-05   0.020364453138 2.66861079281e-05   0.019692253842 2.2451990012e-05   0.019436026396 2.66793320032e-05   0.019205283296 2.11416111969e-05   0.019094452008 2.16454011195e-05   0.019050630934 2.23155637991e-05   0.019004295774 2.22522303166e-05   0.018969265886 2.30610127193e-05  
1.88 0.942557052052 6.36656510953e-06   0.942417624404 6.53992943583e-06   0.942124343624 6.59496070846e-06   0.939842622354 1.86037988793e-05   0.927856540428 6.29642377648e-05   0.892672184268 0.000163578040926   0.658397888364 0.00224896011648   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.885 None None   None None   None None   None None   None None   None None   None None   0.041925258846 8.76795765715e-05   0.027906763186 4.3954434719e-05   0.02410579357 2.81197361269e-05   0.021224092032 2.84829370467e-05   0.020077949312 2.24385452556e-05   0.019417154498 2.31253129028e-05   0.0191051952 1.91020098985e-05   0.01890293359 2.21256733355e-05   0.018846965664 2.26785747749e-05   0.018806617926 2.2574620433e-05   0.018692435164 1.92885663381e-05   0.018708649798 2.40981895889e-05  
1.89 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.9 0.938302050286 7.10524818276e-06   0.938148464992 6.19067340886e-06   0.937852211512 6.95987002193e-06   0.9353817767 2.02548150337e-05   0.922414100452 6.89311988006e-05   0.883749686092 0.000189682909501   0.52998977285 0.00444289972681   0.039983141704 7.91740754638e-05   0.027201942028 4.0809707444e-05   0.02357037587 3.17954723384e-05   0.0208382331 2.6656681906e-05   0.019687835122 2.82495322211e-05   0.019141023732 2.31047465912e-05   0.018820282238 1.69389281615e-05   0.01864945864 2.46808417198e-05   0.018553645486 1.87567627874e-05   0.018517494866 1.95567506202e-05   0.018466815268 2.24116686611e-05   0.018417152256 1.77883071321e-05  
1.915 None None   None None   None None   None None   None None   None None   None None   0.038283900038 8.95200763238e-05   0.02646578572 4.01947356102e-05   0.023136629218 3.16949463948e-05   0.02049241376 2.48157407512e-05   0.019409050672 2.13673290254e-05   0.018860819256 2.15041523007e-05   0.018557716608 2.19188645359e-05   0.01842828024 2.1399420572e-05   0.018275895846 1.92517689129e-05   0.018230337162 2.03550167923e-05   0.018209610974 1.80795244285e-05   0.01821617352 1.92202553916e-05  
1.92 0.933726276404 7.85687520829e-06   0.933554490534 6.43136141984e-06   0.933221791812 7.46912705066e-06   0.930535710628 2.05260703558e-05   0.916475923906 7.79184657756e-05   0.87377044648 0.000209723407006   0.349656227284 0.00464525567715   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.93 None None   None None   None None   None None   None None   None None   None None   0.036831991452 6.94591723585e-05   0.025851021614 3.29558210824e-05   0.022584690418 2.68877601879e-05   0.020140922196 2.30993467486e-05   0.019086854518 2.13005493892e-05   0.018553111372 2.549253299e-05   0.018283307564 2.26776206046e-05   0.018162271528 2.03951605097e-05   0.01806253868 2.031766586e-05   0.018002229672 2.16517301007e-05   0.017978540952 2.06707920813e-05   0.017948364908 2.10413535372e-05  
1.94 0.928775989504 7.91456740099e-06   0.928583505406 7.18804775508e-06   0.928229772418 7.17104270371e-06   0.925322713982 2.6037634702e-05   0.910022879436 8.78977220236e-05   0.862565163494 0.000240800422953   0.222597901998 0.00272853277028   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.945 None None   None None   None None   None None   None None   None None   None None   0.035358514598 6.54905512632e-05   0.02526228572 3.88803085629e-05   0.022140830722 3.10853538244e-05   0.019848387846 2.24835250708e-05   0.018827779396 2.12083807076e-05   0.018315535414 2.36039617906e-05   0.018069587104 2.14864779208e-05   0.017889615458 2.03128127012e-05   0.017865679216 2.04400845853e-05   0.01777097976 1.76556830103e-05   0.017737699288 2.08723031347e-05   0.0177261728 1.93006110694e-05  
1.95 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.955 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.96 0.923427872268 7.36222432884e-06   0.923224151258 8.53419406072e-06   0.922831661636 8.12745590762e-06   0.919672016218 2.48553476336e-05   0.902956369688 9.00364286833e-05   0.849807981596 0.000268919089449   0.157228633312 0.00123952097168   0.034178222906 5.72750278279e-05   0.024659941992 3.22272078346e-05   0.02178987578 2.54615482583e-05   0.01950078941 1.71315662975e-05   0.01854890066 2.27132999431e-05   0.01806462596 1.82568150239e-05   0.017801298238 2.08367881691e-05   0.017698996824 2.21943747038e-05   0.01758768025 2.04087883217e-05   0.017565822098 2.02057255364e-05   0.017517803432 2.30726606769e-05   0.017539565318 2.13229973411e-05  
1.975 None None   None None   None None   None None   None None   None None   None None   0.032988558324 6.48423416775e-05   0.024133554956 3.04983210058e-05   0.021324474114 2.34173358788e-05   0.019238748086 2.46338700401e-05   0.018325075954 2.22629980231e-05   0.017857287508 1.8814966079e-05   0.017589968474 1.80009724251e-05   0.01745243018 2.02931318691e-05   0.017371940484 2.35043367913e-05   0.017353120304 1.97645302499e-05   0.017305205744 1.74214888063e-05   0.017323560006 1.93995328727e-05  
1.98 0.917627264404 9.56877863769e-06   0.917411177632 9.52197276764e-06   0.916973417478 8.69875978161e-06   0.913511462972 3.16350054905e-05   0.895191610576 0.000101402187983   0.835061407706 0.000312551702702   0.121753551192 0.00076490692192   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.99 None None   None None   None None   None None   None None   None None   None None   0.03193438845 5.605957062e-05   0.023612306908 3.34727724128e-05   0.020985090388 2.64103598788e-05   0.018927957274 2.4405970657e-05   0.018092112896 1.56811851673e-05   0.017627349516 2.05603491482e-05   0.017369490034 2.18784882158e-05   0.01724304975 1.82772105445e-05   0.017203411766 1.82376609367e-05   0.017140748664 1.93626006902e-05   0.017097276608 1.93169208586e-05   0.01710033552 2.11490794953e-05  
2.0 0.91130398819 9.42747126897e-06   0.911041183956 1.02923278016e-05   0.910604646258 9.12373186104e-06   0.90681135733 3.42106725234e-05   0.88659266279 0.00011543879135   0.817642077872 0.000383831570969   0.100086593734 0.000473259477969   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.005 None None   None None   None None   None None   None None   None None   None None   0.030871832346 4.20724714745e-05   0.023115746998 3.47312775923e-05   0.020667140884 2.76040719669e-05   0.018659186568 2.55619055054e-05   0.017834711914 1.83246037853e-05   0.017411907038 2.22400552471e-05   0.017172794592 1.99624609651e-05   0.017030435708 2.19557576991e-05   0.01694162191 1.99332822146e-05   0.016928975456 1.76792335259e-05   0.016911091862 1.85140108841e-05   0.016894136016 1.99777581631e-05  
2.01 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.02 0.90441161112 1.14298502948e-05   0.90412551627 9.04991803706e-06   0.903616807558 1.04282939631e-05   0.89943608812 3.61343219569e-05   0.877046630448 0.000137860311883   0.796575972868 0.000457989863956   0.085467234348 0.000349918947678   0.030085758052 4.56691341246e-05   0.022685652462 2.90267816976e-05   0.02027096774 2.27810507444e-05   0.018410778408 2.21775446884e-05   0.017603311946 1.7640117548e-05   0.017210635406 1.90224699512e-05   0.0169310692 1.83585062779e-05   0.016849821286 1.88284322814e-05   0.016787351926 1.5872774161e-05   0.016741522122 1.86273867555e-05   0.016681880312 1.8421188478e-05   0.016699257878 2.01631185427e-05  
2.025 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.035 None None   None None   None None   None None   None None   None None   None None   0.029162912862 4.76107254402e-05   0.022199463602 2.76787917018e-05   0.019952391036 2.15629263383e-05   0.01815981203 2.30776700893e-05   0.017415729586 1.75531357663e-05   0.016979580684 1.91008847252e-05   0.01676277564 2.0641951949e-05   0.016680866678 1.52257937708e-05   0.016623916644 1.68992399205e-05   0.016550530632 1.7426493321e-05   0.016536533716 1.78827405069e-05   0.016515661266 1.73315250214e-05  
2.04 0.896846671366 1.13399848488e-05   0.896524572446 1.24301027265e-05   0.895929242838 1.15163709564e-05   0.891313728252 3.76317342393e-05   0.866289539432 0.000143138591899   0.769796424156 0.000600392804613   0.074784513138 0.000226521355596   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.05 None None   None None   None None   None None   None None   None None   None None   0.028405986216 4.197046352e-05   0.021853515558 2.66961419975e-05   0.019672863396 2.03054023658e-05   0.017905457292 2.08107913655e-05   0.017185157956 2.04675441962e-05   0.016779089122 1.87427232033e-05   0.01657984224 1.80125815428e-05   0.01647762504 1.87611553101e-05   0.016386778444 2.04560860897e-05   0.016373766314 1.80325029247e-05   0.016378449008 1.86567835875e-05   0.016333082076 1.85164538664e-05  
2.06 0.888471401346 1.32003320817e-05   0.88812205258 1.36266295035e-05   0.88745337608 1.37529102089e-05   0.882338883288 4.28957466413e-05   0.854094372964 0.000153538855559   0.733254506402 0.000850790437665   0.066626710206 0.000209632914139   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.065 None None   None None   None None   None None   None None   None None   None None   0.027648326372 4.23321170455e-05   0.021471872954 2.30995633774e-05   0.019373445654 2.4750772603e-05   0.01768845787 1.93927337837e-05   0.016973655124 2.3364010542e-05   0.016606522144 1.80617127356e-05   0.016394125276 1.73252778452e-05   0.01630140936 1.84864459272e-05   0.01624891128 1.86333289113e-05   0.016232833068 1.76644549508e-05   0.016127400086 1.91377161713e-05   0.016201339608 1.75519376468e-05  
2.07 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.08 0.87917050413 1.01223096463e-05   0.878777570228 9.88674236457e-06   0.878033215064 1.14517575048e-05   0.872239340771 3.03805752516e-05   0.840074127207 0.000130341434883   0.675135454951 0.00102780280262   0.060324190153 0.000128861307224   0.02699273228 2.97164299977e-05   0.021045065661 1.94743927969e-05   0.019072515995 1.51451843608e-05   0.017471110742 1.29963367971e-05   0.016802446359 1.37101438001e-05   0.016457094053 1.33330005119e-05   0.01623870197 1.39944982961e-05   0.016153332836 1.24265094056e-05   0.016056356172 1.15496333258e-05   0.016024444237 1.06957867622e-05   0.016014978077 1.27678465543e-05   0.016014302725 1.33606903924e-05  
2.09 0.874117082498 1.49015861791e-05   0.873692094084 1.3885193064e-05   0.872903415624 1.47563317506e-05   0.866728330152 4.4023705469e-05   0.832177527956 0.000217530302902   0.627946877232 0.0021831176023   0.05770685868 0.00015363633649   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.095 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.1 0.868757547684 1.73637862988e-05   0.86827773812 1.32945272557e-05   0.86745224826 1.64848264206e-05   0.860893367752 5.34383889365e-05   0.823565313534 0.000220187017625   0.55969634358 0.00300809437695   0.05524109485 0.000135667278425   0.026096483372 3.61370551058e-05   0.020658324322 2.18400805945e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.11 0.86301583498 1.82244463046e-05   0.862532220482 1.58446871342e-05   0.861638593464 1.75909379902e-05   0.854601043888 6.13216083756e-05   0.814119323712 0.000250415906635   0.47055922847 0.00361113172121   0.052930343966 0.000129154575203   None None   None None   0.018527247762 2.20594747412e-05   0.017032931726 2.06343531756e-05   0.016442862716 1.96404912033e-05   0.01610963201 1.67790315119e-05   0.015924014826 1.47066912039e-05   0.015811790612 1.53794891299e-05   0.01577565798 1.71377929545e-05   0.015723858822 1.8584330619e-05   0.015741115518 1.78638074683e-05   0.015690946444 1.81414865937e-05  
2.12 0.85692950857 1.62177796924e-05   0.856422616556 2.02737818041e-05   0.855439003672 1.84243449875e-05   0.847879539664 6.56431777982e-05   0.8037516476 0.000286114812889   0.374810681522 0.00344657428968   0.051072137056 0.000111284158152   0.025344535788 3.60015158418e-05   0.020157954552 2.2235216208e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.13 0.85037552882 1.86031690002e-05   0.849839177992 1.80772720871e-05   0.848757783956 2.18430618489e-05   0.840607460178 6.79642013435e-05   0.792032877298 0.000270895173004   0.293205423054 0.00265292975268   0.049088541734 0.000117327084873   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.14 0.843374788552 2.36615303938e-05   0.842716601366 1.97783813132e-05   0.841614704514 1.85646715786e-05   0.832666810388 7.13158741687e-05   0.778773165822 0.000327687421868   0.233279992388 0.00172710515923   0.047393035078 0.000107518178318   0.024642311226 3.26072010474e-05   0.019772210798 2.76032910502e-05   0.018089597128 2.28196694857e-05   0.016690981238 2.09981103196e-05   0.016041562 1.83519786524e-05   0.015741138932 1.51435987653e-05   0.015575470394 1.55643622686e-05   0.015520554594 1.59121623557e-05   0.015460978726 1.65064529447e-05   0.015434807956 1.58471805419e-05   0.01540996383 1.46358850384e-05   0.015382089498 1.59487221633e-05  
2.15 0.83575783142 2.17970258572e-05   0.835058396324 2.17194728432e-05   0.833889840278 2.13471224909e-05   0.824156262422 7.77041300656e-05   0.76346521733 0.000411893481909   0.191786762936 0.00124062655459   0.045915185394 9.47604070325e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.16 0.827521115434 2.26856731533e-05   0.826760982066 2.13630985243e-05   0.825411677984 1.9540089623e-05   0.814785361144 8.79913133474e-05   0.745379927296 0.00048203692603   0.162277652812 0.000814160158717   0.044441860612 9.51496370602e-05   0.023932070066 3.13762022932e-05   0.019378429642 2.21689037357e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.165 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.17 0.818447900226 2.21908839389e-05   0.817582105922 2.32688321687e-05   0.816125241506 2.5007079648e-05   0.804289855856 0.000101065838335   0.723060342178 0.000629146968838   0.14102857792 0.000688442786505   0.043083978564 8.77724810995e-05   None None   None None   0.017611898398 2.00464543384e-05   0.01631274392 1.78345725853e-05   0.015717990566 1.62231855304e-05   0.015483656166 1.62631033671e-05   0.015299184128 1.75895761144e-05   0.015225520674 1.88587693013e-05   0.015154734818 1.53017704477e-05   0.015152247458 1.62759610967e-05   0.015142982212 1.52553514072e-05   0.015127098156 1.45352759859e-05  
2.18 0.80848735161 2.68688623307e-05   0.80751442121 2.62983275548e-05   0.805851423804 2.96337368675e-05   0.792651403396 0.000105905983488   0.694236115692 0.000850765495293   0.124756009062 0.000491493640877   0.041801273748 7.6954476142e-05   0.02333143154 3.42392874064e-05   0.01908524303 2.69383380074e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.19 0.797267566744 3.30637011348e-05   0.796256912362 3.4090229403e-05   0.794413825368 3.52098209369e-05   0.779334958536 0.000113797807014   0.65438596037 0.00111966287769   0.112015152858 0.00045874432922   0.040686675396 7.67371843874e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.2 0.78471373246 3.66937808894e-05   0.783595149776 3.45226440802e-05   0.781372533726 4.32125634871e-05   0.764211753972 0.00014799957278   0.594657085616 0.00192647735434   0.102042481252 0.000333023621273   0.039573619342 7.46587118234e-05   0.0227333317 2.92151732503e-05   0.018694968362 2.28592136079e-05   0.017160668952 1.85204877554e-05   0.015980020286 1.74309630204e-05   0.015477707974 1.65780526729e-05   0.015187029796 1.63922082867e-05   0.015021285904 1.59585607882e-05   0.014956473652 1.79112950256e-05   0.014913554514 1.44942888999e-05   0.014871404778 1.87133149548e-05   0.014860328808 1.68960648642e-05   0.014861377782 1.4403438401e-05  
2.21 0.770305119756 3.6232910528e-05   0.76891746587 3.90546661746e-05   0.766468816288 3.98045267613e-05   0.746080168062 0.000172730874885   0.510143640988 0.00232746478884   0.093799429582 0.000298875228442   0.038557616488 6.93548519387e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.22 0.753507189544 4.82169209404e-05   0.751874156008 5.40887182892e-05   0.748827666592 4.62096161824e-05   0.723676639452 0.000215137169449   0.409929717664 0.00233040370978   0.087048380998 0.000221537961261   0.037542391814 6.01485822721e-05   0.022178849476 3.14006324215e-05   0.018357094914 2.21202522965e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.23 0.733182153192 5.86430431377e-05   0.73094656284 5.44961789254e-05   0.727167345616 6.60341131707e-05   0.694801167326 0.000297023501779   0.318601049666 0.00190426086688   0.081020946628 0.000174688891894   0.036651114324 6.34754114157e-05   None None   None None   0.016810999758 1.96742921486e-05   0.015661347398 1.71728114184e-05   0.015178249922 1.74394950558e-05   0.014888443842 1.68695847588e-05   0.014769720232 1.73813374025e-05   0.01468432109 1.69586934636e-05   0.01467261189 1.57250376319e-05   0.014629499404 1.47489247033e-05   0.014651303422 1.6538097194e-05   0.01461590934 1.26686607613e-05  
2.235 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.24 0.707089645932 7.64434098355e-05   0.704423683504 8.41943112945e-05   0.699414597728 8.40333276061e-05   0.653892270306 0.000495651894973   0.249693888636 0.00137248038684   0.076025302924 0.000186933549189   0.035797624428 6.29114998563e-05   0.02172955784 2.51219765986e-05   0.018006933802 2.42940067039e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.25 0.671927811138 0.000100857401157   0.667953116276 0.000118994425292   0.660965729374 0.00011642863938   0.592957397238 0.000648521736723   0.201949106388 0.00101417160717   0.07175602615 0.00015991013557   0.035059945956 5.50923346819e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.26 0.62024389231 0.000127471080882   0.614275744328 0.000175949432561   0.603146212092 0.000166622427338   0.50569199891 0.000953089095738   0.168895647486 0.000664553875773   0.067744061272 0.000144528640646   0.03427268166 5.33449905257e-05   0.021262223308 2.93988657467e-05   0.017752960674 2.2700604335e-05   0.01646748575 1.65635437397e-05   0.015397721936 1.62907684676e-05   0.014901304882 1.44280680527e-05   0.01467792293 1.65832551305e-05   0.014498460206 1.52592051801e-05   0.014449380684 1.64263221051e-05   0.014439161866 1.31073680808e-05   0.014411002034 1.75967590379e-05   0.014398362904 1.60186266044e-05   0.014377596826 1.33329134545e-05  
2.27 0.54306440035 0.000219068125307   0.534805233482 0.000209128449586   0.519050164388 0.000255240947968   0.402865708816 0.000897197405228   0.14551083787 0.000499794832608   0.064525722616 0.000142430577132   0.033509692022 4.68244177767e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.28 0.443555504858 0.000267210434444   0.43391410991 0.000259820379036   0.41733823088 0.000245117061828   0.311540608002 0.000686324511569   0.12844854213 0.000401302055834   0.061428089788 0.000121305454622   0.032820723472 4.65970021322e-05   0.02077623509 2.45882182165e-05   0.017478953556 1.87250478098e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
2.29 0.345104888296 0.000270699724711   0.336845967962 0.000272809542094   0.322694693298 0.000226580133914   0.243902962022 0.000554654033468   0.114814234148 0.000266148390881   0.058749772988 0.00010235418341   0.032163836832 4.15604322382e-05   None None   None None   0.016107060764 1.7453934433e-05   0.015107758644 1.72924173358e-05   0.014677682004 1.52516677231e-05   0.01440344587 1.67261468995e-05   0.01426443006 1.30511880961e-05   0.014220312744 1.48261207817e-05   0.014217073994 1.82349646219e-05   0.014189037686 1.60881369595e-05   0.014194692276 1.60425116075e-05   0.014165802076 1.44800386103e-05  
