# Je drei Spalten beschreiben ein Sigma: Temperatur, Wert, Fehler
# Sigma:  0.0 0.03 0.05 0.08 0.1 0.12 0.15 0.2 0.25 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0 1.1 1.2
0.1 1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0   1.0 0.0  
1.15 None None   None None   None None   None None   None None   None None   None None   0.973549506912 4.88383153103e-05   0.958173845002 8.21985705493e-05   0.945323464726 9.91567608023e-05   0.922160948572 0.000164883354959   0.899792968566 0.00025512473091   0.879796731552 0.000375865046521   0.862796373802 0.000501298042659   0.850925434486 0.000472320766855   0.841788107304 0.00058443354375   0.834121014264 0.000604504308677   0.828535735464 0.000633010150955   0.824236562398 0.000743845221828  
1.16 0.997679822486 8.56802231722e-07   0.997672434982 7.73128426867e-07   0.99765977769 7.21716924303e-07   0.997514952736 1.47426761237e-06   0.99669497064 5.41949904991e-06   0.994467023698 1.00271877234e-05   0.988070079666 2.47714744181e-05   0.97219711547 4.6855339388e-05   0.955878526106 9.21151864629e-05   0.9421088692 9.78894319281e-05   0.916994989544 0.000206249666703   0.892400097176 0.000320393317811   0.869903445476 0.000403422913077   0.850473358162 0.000552227716419   0.836683439302 0.000525764297146   0.825677927806 0.000672953742774   0.816500039668 0.000660690804085   0.80969079436 0.000888358087909   0.804313792884 0.00095646557067  
1.17 None None   None None   None None   None None   None None   None None   None None   0.97077594094 5.21674989758e-05   0.953468818202 9.51110501711e-05   0.938694290004 0.000109879877319   0.91143877242 0.000201795869286   0.884224598602 0.000314859700035   0.858834092558 0.000479448399052   0.836328469278 0.000675835535722   0.819863352336 0.000671791003916   0.806646760404 0.000837740840991   0.795248127328 0.000882692812104   0.786433261922 0.00101580825679   0.77939033132 0.00110691098764  
1.18 None None   None None   None None   None None   None None   None None   None None   0.969305554602 6.03393573591e-05   0.950921426566 0.000103688046505   0.935070778304 0.000113920766795   0.905428932796 0.000220709975397   0.87523429444 0.000375285262073   0.846328929654 0.000557388926695   0.819794112854 0.000747861483138   0.7996727481 0.000821768983578   0.782883897428 0.00109455789213   0.768263229742 0.00111953729362   0.756307215258 0.00152107966335   0.746425244868 0.00185963581482  
1.19 0.997202761954 8.99731719193e-07   0.99719339866 9.74811869279e-07   0.997175466068 8.82379023263e-07   0.997009420432 1.72021605883e-06   0.996067285742 6.2604244973e-06   0.993523160864 1.17767969589e-05   0.98620275304 2.8834123396e-05   0.967772483402 6.33748940215e-05   0.948247409802 0.000105672640279   0.931219558396 0.000135292591744   0.89895006155 0.000237636562537   0.865187756772 0.000427730974953   0.83181113933 0.000680165906672   0.79993571873 0.00093496920889   0.774590728378 0.000994465686085   0.752101440464 0.00132444049709   0.731671918446 0.001527199671   0.713728177352 0.00208667464477   0.69863952247 0.00252401923154  
1.2 None None   None None   None None   None None   None None   None None   None None   0.966161871436 5.99445510887e-05   0.945421253746 0.000107923833382   0.927135742264 0.000139395792319   0.891878027328 0.000259212244345   0.853910281588 0.000454533817607   0.814805206866 0.000793461394971   0.775055275448 0.00131286580199   0.740902582256 0.00145547835108   0.708028569216 0.00229303279974   0.676259169122 0.0024839772048   0.646047190182 0.00375098123152   0.62302898712 0.00393237268986  
1.21 None None   None None   None None   None None   None None   None None   None None   0.96448513001 7.45239814299e-05   0.94243659267 0.000130839883076   0.922763517252 0.000150611084153   0.884125216974 0.00029957531247   0.841097573836 0.00052037150114   0.79429029162 0.000937131794202   0.742435715924 0.00175467031441   0.691458740946 0.00221107492175   0.638250906078 0.00397772147132   0.587025584304 0.00422290220183   0.541496967924 0.00532387239219   0.509275160634 0.00516941558565  
1.22 0.996651522438 8.67361290253e-07   0.996640008778 9.37100000659e-07   0.996622025482 8.28467743945e-07   0.996430979514 2.09499047674e-06   0.995354971564 7.484770375e-06   0.992457658708 1.46057945529e-05   0.984112642994 3.28278506199e-05   0.962725979576 7.01860917658e-05   0.939321748162 0.00012619422017   0.91813827478 0.000158354669056   0.875630682806 0.000322975047029   0.826336990598 0.000614425279142   0.76874321117 0.00119670735595   0.694973860386 0.00284171269165   0.612173518628 0.0037280438695   0.530600576062 0.00517200762409   0.463261132652 0.00463858715286   0.4134383769 0.00578094723995   0.381246444944 0.00528275929755  
1.23 None None   None None   None None   None None   None None   None None   None None   0.96090397224 6.57091681961e-05   0.935995810854 0.0001500864073   0.91316290906 0.000180098979591   0.866234813028 0.000376734968923   0.80893624511 0.000765900431245   0.734483979488 0.0016424808507   0.61910288775 0.00440295802806   0.49527460621 0.00517687088246   0.401922977466 0.00513110544364   0.340336705716 0.00384277284972   0.30216680936 0.0040541447634   0.279173492246 0.00341766310933  
1.24 None None   None None   None None   None None   None None   None None   None None   0.958988213282 7.65904436059e-05   0.932509900526 0.000151205186557   0.907845581678 0.000194297935173   0.855742966742 0.000422993629835   0.788050867572 0.000971848653685   0.683533797994 0.00276756873961   0.506421998284 0.00543790449806   0.36720552874 0.00458331980435   0.29318522591 0.00427229290983   0.25121122836 0.00257119870357   0.226615915744 0.00278088462666   0.212294337836 0.00182011746128  
1.25 0.99601992725 1.03687715856e-06   0.99600917847 1.11789957533e-06   0.9959865487 1.12837131241e-06   0.995767296284 2.03503003016e-06   0.994542428478 7.91867851092e-06   0.991257030992 1.44410112253e-05   0.981766985128 3.72134359023e-05   0.957001061302 8.60989823415e-05   0.92881309606 0.000161735402848   0.902120296572 0.0002190138002   0.84397752013 0.000484370446767   0.761574708678 0.00125557747149   0.602118333758 0.0039614487848   0.379707583056 0.00588740185269   0.268393408786 0.00306530563348   0.220455411254 0.00252343202066   0.194296403012 0.00166496047437   0.178845253392 0.00176132093093   0.169672600234 0.00126297600838  
1.26 None None   None None   None None   None None   None None   None None   None None   0.954918671076 8.35016191255e-05   0.924874629508 0.000152418189464   0.895946089084 0.00022126836742   0.830490522564 0.000533010700291   0.725999382846 0.00182423950878   0.483227820204 0.00552880483704   0.277642558828 0.00368468318348   0.204455058156 0.00184253264848   0.174770676428 0.00157194197837   0.157986266538 0.00119899315165   0.147845240284 0.00121710652828   0.14163950033 0.0010617880958  
1.27 None None   None None   None None   None None   None None   None None   None None   0.95274654429 8.85722837766e-05   0.920736369296 0.000182653007267   0.889279824578 0.000237245218599   0.815021391972 0.000621751018248   0.6720228138 0.00276923789728   0.357768049624 0.00455230387147   0.210129798728 0.00262251348615   0.164392119312 0.00128535288342   0.144993256536 0.001115567985   0.133365416374 0.000844493244315   0.126496530442 0.00086156683842   0.12193302292 0.000703299438415  
1.28 0.995301808416 1.21758203917e-06   0.995287412246 1.01937747001e-06   0.995264425668 1.20959633294e-06   0.995015097356 2.55361290071e-06   0.9936282303 7.31135549227e-06   0.989913320694 1.82520839923e-05   0.979157882372 4.80413528781e-05   0.950472481832 9.49700244697e-05   0.916350025792 0.000173023050698   0.882076094332 0.000284969007528   0.796575600784 0.000760398806315   0.58530859371 0.00445180540992   0.261665237636 0.00334827569405   0.168249268576 0.00167113870627   0.137565371034 0.000901527086996   0.123853305848 0.000714569312771   0.115805454014 0.000528666763695   0.110553803394 0.000597389796346   0.10743442426 0.000555023450371  
1.29 None None   None None   None None   None None   None None   None None   None None   0.948093805606 9.43113996929e-05   0.911647697068 0.000206106130028   0.874184004382 0.000300771924084   0.774121714878 0.000928366522175   0.464677930582 0.00598050573754   0.200183222204 0.00212199312446   0.140156608192 0.00107730152546   0.119009421954 0.000697335209586   0.108912342596 0.000650865602667   0.102768290574 0.000467770718742   0.098637427414 0.000465050024718   0.096176902682 0.000430629707931  
1.3 None None   None None   None None   None None   None None   None None   None None   0.945603134432 0.000109310460495   0.906669354084 0.000210982279879   0.865615270368 0.000310695471806   0.74520605452 0.00119556917856   0.342483346524 0.00467146932439   0.16101386034 0.00139545621313   0.120476016334 0.0008643553225   0.104769265962 0.000558924885365   0.097156986872 0.00044661369051   0.092495143944 0.000356066045744   0.089188064592 0.000407884563664   0.087303171582 0.000357908931742  
1.31 0.994490814842 1.15988721116e-06   0.994476364936 1.48210944396e-06   0.99444617731 1.36887973184e-06   0.994161009668 2.44830442755e-06   0.992594373442 9.23710395833e-06   0.98841005507 1.97703882645e-05   0.97624160639 4.16029598209e-05   0.9430108561 0.00010663744368   0.9013174911 0.000244431748343   0.856048209754 0.000356517780032   0.705292716542 0.00183327406793   0.251397273218 0.00316871864061   0.135210166424 0.000977217504356   0.10589026417 0.000608993691306   0.093956432654 0.000376253166034   0.088119162944 0.000369002256773   0.084265682308 0.000306128376921   0.081841748036 0.000334217850564   0.079934658648 0.000312969444267  
1.32 None None   None None   None None   None None   None None   None None   None None   0.940277636042 0.000109584163104   0.895587968796 0.000269211276738   0.845505522326 0.00039030946937   0.64297040579 0.0030469090998   0.193934236518 0.00236591935484   0.116893538352 0.000744279128974   0.094987808522 0.000506252814466   0.085504399248 0.000334344816971   0.080567037726 0.000323664918566   0.077538796956 0.000240788228243   0.075384530974 0.000308100734657   0.073929510824 0.000281013321206  
1.33 None None   None None   None None   None None   None None   None None   None None   0.937427875654 0.000121888452345   0.889472598836 0.00026507519242   0.833592628402 0.000463932442264   0.544767824434 0.0040918258257   0.15700452642 0.00123549785845   0.103085642328 0.000550208030556   0.086096032092 0.000416773757471   0.078292640572 0.000255583144425   0.074273816944 0.000255234529406   0.071735987608 0.000192682490033   0.070017331566 0.000249488356583   0.068824791676 0.000217833410853  
1.34 0.993573405704 1.48906464534e-06   0.993554074066 1.46551875973e-06   0.993520817018 1.46430307293e-06   0.993197659964 3.20781754503e-06   0.991437109486 1.06115661098e-05   0.98674127483 2.34974341068e-05   0.97299103175 5.17381421929e-05   0.93440861306 0.00013568727298   0.882897767178 0.0002855576916   0.820059982062 0.000594881196304   0.419031290292 0.00480438579999   0.132411303728 0.000866935475417   0.092707988468 0.000411966751636   0.07894788051 0.000314883670751   0.07244747251 0.000223296310632   0.069125774198 0.000227113050633   0.067041583484 0.000183331086953   0.065484344566 0.000192206033945   0.064414521136 0.000174714962838  
1.35 None None   None None   None None   None None   None None   None None   None None   0.93128258641 0.000144195747538   0.87574665132 0.000316893228425   0.804455816534 0.000679585600931   0.30655380039 0.00342961636704   0.114715667926 0.000709372275771   0.084377297678 0.000354725336119   0.072950079942 0.000257781679334   0.067531273922 0.000199246117577   0.064625485172 0.000204189246511   0.06295511064 0.000157742436974   0.061406400368 0.00019651872635   0.060832151798 0.000158701257469  
1.36 None None   None None   None None   None None   None None   None None   None None   0.927998882476 0.000148029488999   0.86797662056 0.000383232051414   0.786047111324 0.000819722955438   0.229120317468 0.0023417250478   0.101492018746 0.000492770362714   0.077469520764 0.000261040666367   0.067770765008 0.000234982886895   0.063355827882 0.000184604993906   0.060872658602 0.000171504491022   0.059130138864 0.000155210682093   0.058087767686 0.000158397157601   0.057321677976 0.000161723809129  
1.37 0.992538185154 1.53377290067e-06   0.9925201619 1.4521640391e-06   0.992481837386 1.60134330708e-06   0.992120430924 3.89668747646e-06   0.99014241475 1.13897250218e-05   0.984880106132 2.32368057098e-05   0.969382017768 6.28465778007e-05   0.924530596764 0.000152010408902   0.859506047894 0.000413095158318   0.763635079884 0.00111187655243   0.17957522873 0.0015408766435   0.091375814194 0.000412328573903   0.071735379454 0.000257142829696   0.063537302958 0.000193349334091   0.059570660334 0.000170291781096   0.057460599866 0.000153682427017   0.056118032912 0.000137292274401   0.054951185572 0.00014257191931   0.054429297034 0.00013164220616  
1.38 None None   None None   None None   None None   None None   None None   None None   0.920891842878 0.000169370997813   0.850188800242 0.00044069123502   0.734599237538 0.00130666494253   0.148114063442 0.00102700492706   0.083067400738 0.000366015743656   0.066830595414 0.000226674083914   0.059953815412 0.000181564002665   0.05642866435 0.000149038460695   0.054485987342 0.000126419636051   0.053267888236 0.000117478690956   0.052437444552 0.000128252183873   0.051903968238 0.000123276319552  
1.39 None None   None None   None None   None None   None None   None None   None None   0.917040879122 0.000191812890561   0.839927835198 0.000504068080415   0.694577689744 0.00200824147315   0.126192964974 0.000700556400501   0.076331285414 0.000298500262255   0.062649389256 0.000163809331923   0.056645843592 0.00016300526366   0.053436985338 0.000116976465836   0.051842322126 0.000129894563986   0.0507855755 0.000116307833819   0.05003416279 0.000128122288794   0.049411218554 0.000111978544055  
1.4 0.991386737324 1.58326838669e-06   0.99136162292 1.93795789888e-06   0.991321880166 1.54486879064e-06   0.990911541588 3.98701220191e-06   0.98870420896 1.27184967213e-05   0.982809081612 2.55690005859e-05   0.96534965 6.9369919431e-05   0.913015115752 0.000210726036163   0.828463405984 0.000578442854899   0.633217775032 0.00298083563223   0.110141782306 0.000617376532629   0.07086185274 0.000244857159464   0.0589173902 0.000162328930894   0.053725363524 0.000138325327386   0.050959366666 0.000114178105927   0.049556014774 9.63051054013e-05   0.048554652856 9.60839741983e-05   0.047806531158 0.00012540753587   0.047464061476 0.000121529052382  
1.41 None None   None None   None None   None None   None None   None None   None None   0.908746031326 0.000181817625244   0.815459867566 0.000624051651336   0.537639206452 0.00418547544422   0.098406618588 0.000405945710761   0.066037268576 0.000218394038264   0.055799842908 0.000138360310856   0.051127930638 0.000117517740152   0.048676706544 0.000102410210536   0.04735600945 9.86159136098e-05   0.046529780124 0.000100429784987   0.04591613144 0.000111090685767   0.045553644598 9.69330511665e-05  
1.42 0.990542284406 2.03152123895e-06   0.99051750338 1.61635535288e-06   0.990476120798 1.83402651046e-06   0.990034043392 4.29347353582e-06   0.987651372336 1.40001500295e-05   0.981308686104 3.03250577919e-05   0.962408427844 7.20715017364e-05   0.904213144574 0.00020264270685   0.800640890092 0.000708415906723   0.418242294872 0.00499177875584   0.08894507713 0.000342780686708   0.062000048542 0.000166259698823   0.052897741658 0.000129813801984   0.048792247222 0.000109582160668   0.04667965114 0.000108269990639   0.045536863236 8.79115867368e-05   0.044690546994 9.55922969182e-05   0.044172892714 9.89129299703e-05   0.043752395612 8.62015395385e-05  
1.435 None None   None None   None None   None None   None None   None None   None None   0.896937672936 0.000242664430051   0.77329205305 0.00108522905474   0.266575105706 0.00312898464124   0.077950625198 0.000294274302105   0.05668190005 0.00015448293706   0.049369383236 0.000105354572585   0.045818697404 0.000106573751481   0.043955964982 8.55459145414e-05   0.042970688448 7.72391586962e-05   0.042258871516 7.99580152635e-05   0.041783035334 8.041492527e-05   0.041488515058 8.25312433999e-05  
1.44 0.989638673902 1.93560114404e-06   0.989607820902 2.03484796291e-06   0.989557566298 1.93051691402e-06   0.989084476904 4.8470870402e-06   0.986529444612 1.51270851914e-05   0.979705993904 3.1097227469e-05   0.959263116294 7.95865918067e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.45 None None   None None   None None   None None   None None   None None   None None   0.888972610962 0.000256128379834   0.73595635191 0.00137901518118   0.183103827788 0.00154525345819   0.069578607192 0.000210629723719   0.052678173958 0.000129005949161   0.046271930788 0.000101249502988   0.0431998294 9.06045199214e-05   0.04157525477 7.24174742484e-05   0.040639075616 8.13245688179e-05   0.040109458444 5.91170982792e-05   0.039750286306 8.02183542012e-05   0.039417298742 6.54786749629e-05  
1.46 0.988660204534 1.92513680973e-06   0.988634712014 2.28174966144e-06   0.988577212208 1.415214207e-06   0.98806843534 4.42229980056e-06   0.985317803638 1.39824888273e-05   0.97797985978 3.24396542839e-05   0.9558656008 8.94328277142e-05   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.465 None None   None None   None None   None None   None None   None None   None None   0.880202243828 0.000286991638178   0.67708018926 0.00265764046585   0.139355383438 0.000938781324141   0.063027203602 0.000158332277846   0.048916129528 0.000107507795326   0.043529938632 8.5010683813e-05   0.040969197094 7.92743955858e-05   0.03953749355 8.44503967151e-05   0.038741091488 6.77515693314e-05   0.038124152258 6.64675509135e-05   0.037794114582 6.9131006521e-05   0.037541263028 6.18196219878e-05  
1.47 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.48 0.987621682424 1.89457657856e-06   0.987584360172 1.93217306453e-06   0.987531194394 2.57338513432e-06   0.986976405372 4.73895049809e-06   0.984027491386 1.66124406684e-05   0.976143570042 3.53780168054e-05   0.952224300604 8.98388919397e-05   0.870471338086 0.000307854503948   0.568916229586 0.00501699811777   0.112901538544 0.000599037762214   0.057693210734 0.000145295779173   0.04600366316 9.56738952439e-05   0.041151032776 8.26051852856e-05   0.038895384806 8.07423748642e-05   0.037573124416 6.32525108e-05   0.036969394432 6.58931423384e-05   0.03652774511 6.08949282836e-05   0.03610184745 6.29107119453e-05   0.035994426274 6.32461771783e-05  
1.495 None None   None None   None None   None None   None None   None None   None None   0.85964971351 0.000370728874787   0.406516712182 0.00574803515519   0.09557793581 0.000413484712477   0.053346034758 0.000125289725385   0.043258910662 8.42761278277e-05   0.039197676186 7.48449316215e-05   0.037129599224 7.18382186351e-05   0.03604988671 5.33283519565e-05   0.035388420758 5.95166163953e-05   0.034948185884 5.69607161007e-05   0.034641263866 5.55736513624e-05   0.034486765598 6.29282112953e-05  
1.5 0.986498598568 2.20931984082e-06   0.986462735452 2.25625669999e-06   0.986401303184 2.22135290703e-06   0.985805600384 5.00082985041e-06   0.982637221692 1.72596176643e-05   0.974187656874 3.7464724564e-05   0.948282566474 0.000107657021153   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.51 None None   None None   None None   None None   None None   None None   None None   0.84742302682 0.000448312255145   0.266561719182 0.00371510405684   0.083015516956 0.000326697637767   0.049692701926 0.00011547268411   0.040967433448 8.43482452977e-05   0.037442906114 7.28988085518e-05   0.035477891832 6.03459304895e-05   0.034510949052 5.32956092406e-05   0.033979561984 5.59547174735e-05   0.03361082548 5.3983436816e-05   0.033354851814 5.57798112252e-05   0.033162384242 5.2347127255e-05  
1.52 0.98530201228 2.27171685344e-06   0.985265224912 2.30147360505e-06   0.98519218055 2.19190470769e-06   0.984559576184 5.55979575314e-06   0.9811642847 1.81938005601e-05   0.972085293476 4.45346685389e-05   0.944055049188 0.000115531605306   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.525 None None   None None   None None   None None   None None   None None   None None   0.8334411248 0.000515526555029   0.18603573459 0.00190177360996   0.073683292146 0.000255033179038   0.046505348278 9.24953514346e-05   0.03892853424 7.42380984304e-05   0.03579032654 5.60274331183e-05   0.034031859784 5.23594711528e-05   0.033140682762 5.58113927176e-05   0.03269062394 5.12165871683e-05   0.03244999685 4.92196453072e-05   0.032037010192 5.62591144355e-05   0.031936098494 4.97893587377e-05  
1.53 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.535 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.54 0.984019272674 2.23510343551e-06   0.98397652063 2.52610568494e-06   0.983906895942 2.85748771858e-06   0.983221292402 6.33963971529e-06   0.97958108379 2.08055475319e-05   0.969836073852 4.17339580907e-05   0.939486172094 0.000123467978297   0.817271246458 0.000601856850885   0.142184290372 0.00117320257205   0.066582459568 0.000193588190328   0.043843606774 8.36833465365e-05   0.037129384018 6.6829488709e-05   0.034274987214 5.44527525268e-05   0.032777577318 5.9096630951e-05   0.031959065052 4.76476693338e-05   0.031489658254 5.50728112776e-05   0.031191479104 4.4700755499e-05   0.030943954612 4.4223102917e-05   0.030841978744 3.93762942014e-05  
1.555 None None   None None   None None   None None   None None   None None   None None   0.798026171352 0.000638319328609   0.115470225368 0.000780356510299   0.060782520054 0.000152665313807   0.041452263802 7.6516077416e-05   0.035616734622 6.396592061e-05   0.032997300518 5.19737402782e-05   0.031548548638 4.45862517493e-05   0.030899042678 4.54434656692e-05   0.030443737398 4.47593741059e-05   0.030127050514 4.80837481933e-05   0.02993843957 4.71873729871e-05   0.0298961493 4.64203423991e-05  
1.56 0.982652986892 2.40340340632e-06   0.982600090316 2.23763791401e-06   0.982526608008 3.12915775327e-06   0.981795663642 6.63787299347e-06   0.977896452244 2.24724711439e-05   0.967435354884 5.06564204554e-05   0.934518088034 0.00012984036396   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.57 None None   None None   None None   None None   None None   None None   None None   0.774357409792 0.000889415639702   0.09781822706 0.000557373269934   0.05605698907 0.000129274625266   0.039361225056 7.61967352743e-05   0.034122555222 6.09171183106e-05   0.031775838416 5.06781790235e-05   0.030495231212 5.36343820991e-05   0.029835660152 3.67072571935e-05   0.029424102894 4.4715172807e-05   0.029182549288 3.85094215523e-05   0.029028815348 4.49735791454e-05   0.02893386162 4.67591510345e-05  
1.58 0.981184739208 2.55005109537e-06   0.981137390168 2.99831919431e-06   0.981051767178 3.12300117742e-06   0.980269354074 6.75390421341e-06   0.976091602448 2.30283102787e-05   0.96487340461 4.99484003696e-05   0.929176179974 0.000140789131411   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.585 None None   None None   None None   None None   None None   None None   None None   0.74363858133 0.00140608044957   0.085430044118 0.000399902479477   0.052005090828 0.000130574538993   0.03750992077 6.23949878575e-05   0.032777039486 5.35160781369e-05   0.030662677284 4.7560389837e-05   0.029486811636 4.02938213398e-05   0.028875151642 3.89878578705e-05   0.028524370796 4.07651216498e-05   0.028342866542 3.4192525885e-05   0.028106597036 3.54473429471e-05   0.028016016826 3.85530119412e-05  
1.59 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.6 0.97961677783 2.56471287506e-06   0.97957429487 2.4808835818e-06   0.979480114132 3.05735845002e-06   0.978630718214 7.59923146533e-06   0.974164839444 2.34101092728e-05   0.962125999258 5.0812956452e-05   0.92333967184 0.000155525864125   0.700240916508 0.00182192486083   0.075782479316 0.000296620377083   0.04864779742 0.000102053223343   0.03594215681 6.18711787687e-05   0.031548616182 4.5345554081e-05   0.029638485288 4.4752050681e-05   0.028559126646 4.15400247418e-05   0.028062699896 3.45752508884e-05   0.027691061662 4.04058919073e-05   0.027558705222 4.00666574016e-05   0.027350697568 3.6427068779e-05   0.027287388422 3.42938571829e-05  
1.605 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.615 None None   None None   None None   None None   None None   None None   None None   0.627784149082 0.00324340781484   0.068419099194 0.000247039266142   0.045781145998 9.98425448725e-05   0.034378470446 5.23865696522e-05   0.030485017952 4.89693710241e-05   0.028706245288 3.9533481217e-05   0.027734439298 3.61744929801e-05   0.027231232228 3.7671313981e-05   0.026940012852 3.72590412462e-05   0.026714667318 3.87771441611e-05   0.026606483622 3.74680016707e-05   0.02654590052 4.11287283076e-05  
1.62 0.97795458752 3.2474653336e-06   0.977893254896 3.30029781303e-06   0.977799909324 3.41651037203e-06   0.976891902528 8.01155906645e-06   0.972111310352 2.56221729628e-05   0.959191995982 6.01265557277e-05   0.917004940176 0.000164703792751   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.63 None None   None None   None None   None None   None None   None None   None None   0.504867528042 0.00505739001447   0.062471086452 0.000198275403964   0.04316194203 9.22176845456e-05   0.03314006984 4.73656185113e-05   0.02950561247 4.86533995575e-05   0.02785844494 3.59331751241e-05   0.026929903402 3.68128126301e-05   0.02645132489 3.78112400834e-05   0.026240321628 3.36413839066e-05   0.026059858976 3.6673542607e-05   0.025974849632 3.83672297957e-05   0.02581164108 3.76198257178e-05  
1.64 0.976170288116 3.38588175051e-06   0.976112323336 3.36250852018e-06   0.976007791984 3.33691628281e-06   0.97503600663 9.15750096142e-06   0.969911952398 2.8650612071e-05   0.95605414907 6.1378994952e-05   0.91005634178 0.000188353040824   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.645 None None   None None   None None   None None   None None   None None   None None   0.355283781728 0.0050316456811   0.057621962462 0.000173931583172   0.04097576141 7.25045660086e-05   0.031880293066 4.94143233567e-05   0.028603233538 4.34011248831e-05   0.027084634864 3.91177646079e-05   0.026233955856 3.6844080835e-05   0.025770966286 2.97719351186e-05   0.02558769283 3.75172857651e-05   0.025415990788 3.12181395417e-05   0.025268669484 3.76778520225e-05   0.025274360464 3.16959081764e-05  
1.65 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.66 0.974270183466 3.10386696292e-06   0.97420666096 3.4034513077e-06   0.974091042842 2.68394951069e-06   0.973052785944 8.71149626367e-06   0.967573951354 3.18910516173e-05   0.952696041292 6.48257000072e-05   0.902459547736 0.000224169029225   0.243346203938 0.00312834223387   0.053621737846 0.000164709403007   0.039034064274 7.45528189135e-05   0.030874800586 4.265996729e-05   0.027796326758 4.24476315819e-05   0.026304066794 3.18095237284e-05   0.025568510952 3.20509850637e-05   0.025132566986 3.1004390446e-05   0.024934987994 3.07232024173e-05   0.024785768922 3.63089239158e-05   0.02472722838 3.56580172248e-05   0.024571100612 3.14139875639e-05  
1.675 None None   None None   None None   None None   None None   None None   None None   0.178193254392 0.00173103188469   0.049967535622 0.000132163922882   0.037227462162 6.3630844075e-05   0.02980696212 4.29928231554e-05   0.027019027568 3.91211809708e-05   0.025647472514 3.34907968194e-05   0.024945555766 3.75578068898e-05   0.024543310858 3.21649819049e-05   0.02430350528 2.98346700471e-05   0.02419465927 3.14445464346e-05   0.024076505466 2.96897807209e-05   0.024034263838 3.49714745061e-05  
1.68 0.97224040491 3.6029430758e-06   0.972174860298 3.91926832015e-06   0.972046681562 3.34798144528e-06   0.970935543856 9.53478611228e-06   0.965075768614 3.45731376471e-05   0.949090003746 7.30452495863e-05   0.894062077272 0.000232966404149   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.69 None None   None None   None None   None None   None None   None None   None None   0.140358918992 0.00102581538321   0.047005166294 0.000110055053705   0.035729393852 5.23904149644e-05   0.028839539924 3.86772812845e-05   0.02631249938 3.8384706058e-05   0.025015197866 3.65844870813e-05   0.024321206846 2.95568881065e-05   0.023981374366 3.02642462027e-05   0.02377800724 3.06376443447e-05   0.023660686614 3.13952518617e-05   0.023573592538 2.89326313396e-05   0.023493698472 3.24872823243e-05  
1.7 0.970075177862 3.80029065555e-06   0.970009203938 3.30896373687e-06   0.969867040034 3.66988942381e-06   0.968672530382 1.13961956727e-05   0.962408389936 3.54101715851e-05   0.945218636734 8.18661911198e-05   0.884748914006 0.000237591254868   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
1.705 None None   None None   None None   None None   None None   None None   None None   0.115934191652 0.000644877440084   0.044457717222 9.46750564478e-05   0.03429221338 5.23576841967e-05   0.02798814379 3.48057778093e-05   0.025576018876 4.18491642321e-05   0.024459587366 3.37703398934e-05   0.023764835296 2.91900534358e-05   0.023442210172 2.87563256292e-05   0.023279311118 2.91068913484e-05   0.02315077438 2.99267256006e-05   0.023072948014 2.95380791506e-05   0.023018274156 3.00513230497e-05  
1.71 None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None   None None  
