0.000    1.0  0.0
0.030    1.00090934328  7.83943206735e-06
0.050    1.00250448485  2.68829404946e-05
0.080    1.00592592537  7.29054026377e-05
0.100    1.00573279104  0.000171003381901
0.120    1.00053406061  0.000307526583529
0.150    0.984694462687  0.000586488081839
0.200    0.951009373134  0.000672224627656
0.250    0.921228393939  0.000948734912064
0.300    0.89785158209  0.00085450777139
0.400    0.867607597015  0.00121621643548
0.500    0.845532424242  0.00147215078224
0.600    0.831977940299  0.00136315892516
0.700    0.82128738806  0.00144246059821
0.800    0.816370818182  0.00169420386426
0.900    0.815454149254  0.00152937866619
1.000    0.812165910448  0.00164272019634
1.100    0.81136130303  0.00174853096848
1.200    0.809721940299  0.00182370597607
