0.000    1.0  0.0
0.030    1.078375  0.000223842884386
0.050    1.07656964179  0.000239156384421
0.080    1.07512210606  0.000218042511429
0.100    1.0747159403  0.000223811725606
0.120    1.0753590597  0.000230076446544
0.150    1.07654045455  0.000231998739529
0.200    1.07494522388  0.000337616566882
0.250    1.06877047761  0.000345786927749
0.300    1.06112462121  0.000488401877383
0.400    1.04713077612  0.000592627058815
0.500    1.03602361194  0.000723118416089
0.600    1.02752124242  0.000792988771061
0.700    1.02055053731  0.00074671085446
0.800    1.01573058209  0.000882942703602
0.900    1.01320474242  0.00078722781362
1.000    1.01015031343  0.000949192256812
1.100    1.00838147761  0.00086741422869
1.200    1.00699001515  0.000920402261015
